MPID_不明: Outrealmer
MIID_H_逆神・丑寅: Spd/Def+1. Inverts weapon advantage\nand doubles its effects.
MIID_H_蛇神・巳: Spd/Res+1. Strikes twice when attacking.\nAfterward, halves Mag until unit attacks.
MIID_H_馬神・午: +3 to Skill/Spd/Def/Res. An enduring\nspirit.
MIID_H_羊神・未: Def/Res+1. Use while equipped to\nrestore 10 HP to the wielder.
MIID_H_紙: Spd+1, Ddg+10. Supposedly beats rock,\nbut not much else.
MIID_H_古びた書物: Skill+1. Makes follow-up attacks more\ndifficult to perform (-3 effective Spd).
MIID_H_猿神・申: Skill/Spd+1, Res+2, Luck -4.\nA star-crossed spirit.
MIID_H_鳥神・酉: Spd/Lck+1, Def-4. A lighthearted spirit.
MIID_H_虹の賢者の墨絵: Skill/Lck+1. Mt X2 on counterattack. Mag/\nSkill-2 after combat. Cannot follow up.
MIID_H_イザナの古呪: Skill+1, Def-2, Res-1. Doubles Mt when\nattacking. Cannot make follow-up attacks.
MIID_H_ライブ: Restores some HP to an adjacent ally.
MIID_H_リライブ: Restores a lot of HP to an adjacent ally.
MIID_H_リブロー: Restores some HP to a distant ally.
MIID_H_リカバー: Restores a huge amount of HP to an\nadjacent ally.
MIID_H_リザーブ: Restores some HP to all allies in range.
MIID_H_フリーズ: Reduces enemy Mov to 0 and Avo by 20\nfor one turn.
MIID_H_ウィークネス: Inflicts -4 to all target's stats (each\nstat recovers 1/turn).
MIID_H_ドロー: Warps an enemy to an adjacent space.
MIID_H_ビフレスト: Revives the most recently fallen ally in the\ncurrent battle.
MIID_H_お菓子の杖: Restores 10-13 HP to an ally and 5 HP\nto the user.
MIID_H_キノコの杖: Restores 15-18 HP to an ally and grants\nthe user Res+2 until end of battle.
MIID_H_花束の杖: Restores 20-23 HP to an adjacent ally and\ngrants target Lck+4 until end of battle.
MIID_H_エリーゼの幼杖: Restores 10-13 HP to an ally in range.
MIID_H_リリスの星杖: Restores 7-10 HP to all nearby allies.
MIID_H_春祭: Restores some HP to a nearby ally.
MIID_H_夏祭: Restores a lot of HP to a nearby ally.
MIID_H_秋祭: Restores some HP to a distant ally.
MIID_H_冬祭: Restores a huge amount of HP to a\nnearby ally.
MIID_H_大祭: Restores some HP to all allies in range.
MIID_H_七難即滅: Moves a distant ally to an adjacent space.
MIID_H_神風招来: Renders target unable to use magic\nor staves for one turn.
MIID_H_禍事罪穢: Reduces target's maximum HP by half for\none battle.
MIID_H_ちょうちん: Restores 7-10 HP to an ally in range.
MIID_H_団子串: Restores 10-13 HP to a nearby ally or\nuse to restore 10 HP to the wielder.
MIID_H_笹飾り: Restores 15-18 HP to a nearby ally and\ngrants Lck+8 to all allies within two tiles.
MIID_H_サクラの小祓串: Restores 7-10 HP to a nearby ally.
MIID_H_アサマの捻れ祓串: Restores 30-33 HP to a nearby ally.
MIID_H_竜石: Skill-3, Spd-2, Def+4, Res+3, Ddg+10.\nMagical. Cannot make follow-up attacks.
MIID_H_真竜石: Skill-5, Spd-4, Def+9, Res+7, Ddg+10.\nMagical. Mag/Skill-2 after use in combat.
MIID_H_獣石: Skill+5, Spd+3, Def-2, Ddg+10. Enables\na wolfskin or kitsune to fight as a beast.
MIID_H_守獣石: Skill-2, Spd-1, Def+4, Res+5, Ddg+10.\nEnables a tougher beast form.
MIID_H_超獣石: Skill+8, Spd+6, Def-5, Res-3, Ddg+10.\nStr/Skill-2 after use in combat.
MIID_H_竜のブレス: Ddg+10. Cannot make follow-up attacks.\nThe savage fury of a bestial dragon.
MIID_H_暗夜竜のブレス: Ddg+10. Cannot make follow-up attacks.\nThe foul exhalations of the darkest dragon.
MIID_H_透魔竜のブレス: Ddg+10. Cannot make follow-up attacks.\nThe fell breath of a First Dragon.
MIID_H_乱拳: The only weapon the Faceless need.
MIID_H_狂乱拳: Ddg-5. Str/Skill-2 after use in combat.\nDangerous on the wrong hands.
MIID_H_岩塊: Stoneborn only. A weapon deadly in its\nsimplicity.
MIID_H_巨岩塊: Stoneborn only. A weapon devastating\nin its simplicity.
MIID_H_星竜のブレス: Cannot make follow-up attacks. Deadly\nto those who live in just one world.
MIID_H_星竜の加護: Restores HP to a distant ally.
MIID_H_絡繰鋸: Saws lower enemy stats on a hit.
MIID_H_絡繰巨大鋸: Ddg-5. Lowers enemy stats on a hit,\nbut Str/Skill-2 after use in combat.
MIID_H_傷薬: Restores 10 HP to the user.
MIID_H_調合薬: Restores 20 HP to the user.
MIID_H_特効薬: Restores 40 HP to the user.
MIID_H_HPの薬: Grants +5 to max HP for one battle.
MIID_H_力の薬: Grants Str+2 for one battle.
MIID_H_魔力の薬: Grants Mag+2 for one battle.
MIID_H_技の薬: Grants Skill+2 for one battle.
MIID_H_速さの薬: Grants Spd+2 for one battle.
MIID_H_幸運の薬: Grants Lck+4 for one battle.
MIID_H_守備の薬: Grants Def+2 for one battle.
MIID_H_魔防の薬: Grants Res+2 for one battle.
MIID_H_アクアの秘薬: Restores 10 HP to all adjacent allies.
MIID_H_ギュンターの良薬: Restores 25 HP to the user.
MIID_H_グレイの創作菓子: Restores 10 HP and grants +2 to\nStr/Skill/Spd for one battle.
MIID_H_虹の秘薬: Grants Lck+4 and +2 to all other stats\nfor one battle.
MIID_H_絆の種: Builds support between two paired units\n(when possible).
MIID_H_ハープ: Grants Spd+4 to allies within a\ntwo-square radius for one turn.
MIID_H_ほら貝: Grants Def+4 to allies within a\ntwo-square radius for one turn.
MIID_H_扉の鍵: Opens a door.
MIID_H_宝の鍵: Opens a chest.
MIID_H_万能鍵: Opens a door or chest.
MIID_H_天使の衣: Permanently increases Max HP by 5.
MIID_H_力のしずく: Permanently increases Str by 2.
MIID_H_精霊の粉: Permanently increases Mag by 2.
MIID_H_秘伝の書: Permanently increases Skill by 2.
MIID_H_はやての羽: Permanently increases Spd by 2.
MIID_H_女神の像: Permanently increases Lck by 4.
MIID_H_竜の盾: Permanently increases Def by 2.
MIID_H_魔よけ: Permanently increases Res by 2.
MIID_H_神竜草: Permanently increases all stats by 1.
MIID_H_ブーツ: Permanently increases Mov by 1.
MIID_H_術書: Raises the weapon level of all\nequippable weapons and staves.
MIID_H_マスタープルフ: Promotes a base class at LV 10 or\nhigher to an advanced class.
MIID_H_パラレルプルフ: Changes a unit's class based on\npersonality (level stays the same).
MIID_H_マリッジプルフ: Changes a unit's class based on S rank\nsupport partner (level stays the same).
MIID_H_バディプルフ: Changes a unit's class based on A+\nsupport partner (level stays the same).
MIID_H_エターナルプルフ: Raises the level cap by +5 for a max-level\nunit (advanced/special classes only).
MIID_H_チャイルドプルフ: Enables a unit to start an advanced class\nat a higher level than normal.
MIID_H_予約０１: Changes a unit's class.
MIID_H_予約０２: Changes a unit's class.
MIID_H_予約０３: Changes a unit's class.
MIID_H_小判: Fetches 300 gold at market.
MIID_H_金塊（小）: Fetches 1,000 gold at market.
MIID_H_金塊（中）: Fetches 5,000 gold at market.
MIID_H_金塊（大）: Fetches 10,000 gold at market.
MIID_H_真ガングレリ: Ddg+5. Lowers wielder's HP by 20% of\nmax HP after combat.
MIID_H_魔戦士の巻物: Changes a unit to the Dread Fighter class.
MIID_H_黒天馬の翼: Changes a unit to the Dark Falcon class.
MIID_H_戦闘王の紋章: +2 to Str/Mag/Skill/Spd when carried.\nBestowed only on the greatest tacticians.
MIID_H_訪問王の紋章: +2 to Lck/Def/Res when carried. Honor\nbestowed on the finest castle architects.
MIID_H_1000G: 1000G
MIID_H_2000G: 2000G
MIID_H_3000G: 3000G
MIID_H_5000G: 5000G
MIID_H_7000G: 7000G
MIID_H_10000G: 10000G
MIID_H_20000G: 20000G
MIID_H_障害物: Use "Set" to place in an adjacent space.
MIID_H_シューター砲台: Changes a unit to the Ballistician class\n(male units only).
MIID_H_魔女の魔法陣: Changes a unit to the Witch class (female\nunits only).
MIID_H_エリートの書: Teaches the skill Paragon.
MIID_H_鎧盾の書: Teaches the skill Armor Shield.
MIID_H_獣盾の書: Teaches the skill Beast Shield.
MIID_H_翼盾の書: Teaches the skill Winged Shield.
MIID_H_近接射撃の書: Teaches the skill Point Blank.
MIID_H_攻防一体の陣の書: Teaches the skill Bold Stance.
MIID_H_力の吸収の書: Teaches the skill Strengthtaker.
MIID_H_魔力の吸収の書: Teaches the skill Magictaker.
MIID_H_技の吸収の書: Teaches the skill Skilltaker.
MIID_H_速さの吸収の書: Teaches the skill Speedtaker.
MIID_H_幸運の吸収の書: Teaches the skill Lucktaker.
MIID_H_守備の吸収の書: Teaches the skill Defensetaker.
MIID_H_魔防の吸収の書: Teaches the skill Resistancetaker.
MIID_H_絆の王の紋章: Grants +1 to all stats when carried.
MIID_H_神剣ファルシオン: Ddg+10. Effective vs. dragons. When\nequipped, use to restore 10 HP.
MIID_H_神剣ラグネル: Def+3. Makes follow-up attacks more\ndifficult (-3 effective Spd).
MIID_H_裏剣ファルシオン: Effective vs. dragons. Good for follow-ups\n(+3 eff. Spd). Restores HP when used.
MIID_H_雷書トロン: Res+3, Ddg+5. A mighty tome named\nfor a legendary thunder spirit.
MIID_H_マルスの模擬剣: Ddg+10. A good training weapon for\nfuture hero-kings.
MIID_H_アイクの模擬剣: Def+3. Makes follow-up attacks more\ndifficult (-3 effective Spd).
MIID_H_ルキナの模擬剣: Good for follow-up attacks\n(+3 effective Spd).
MIID_H_ルフレの写本: Res+3. A practice grimoire to keep the\napprentice safe.
MID_個性_HP: Robust
MID_個性_力: Strong
MID_個性_魔力: Clever
MID_個性_技: Deft
MID_個性_速さ: Quick
MID_個性_幸運: Lucky
MID_個性_守備: Sturdy
MID_個性_魔防: Calm
MID_短所_HP: Sickly
MID_短所_力: Weak
MID_短所_魔力: Dull
MID_短所_技: Clumsy
MID_短所_速さ: Slow
MID_短所_幸運: Unlucky
MID_短所_守備: Fragile
MID_短所_魔防: Excitable
MTID_移動不可: Obstacle
MTID_平地: Plain
MTID_氷丘: Ice
MTID_毒沼: Acid Bog
MTID_闇沼: Marsh
MTID_竹槍: Spikes
MTID_溶岩床: Lava
MTID_嵐: Tempest
MTID_林: Woods
MTID_砂漠: Desert
MTID_荒地: Waste
MTID_田畑: Field
MTID_山: Mountain
MTID_高山: Peak
MTID_崖: Cliff
MTID_断崖: Tall Cliff
MTID_深い森: Thick Wood
MTID_空: Emptiness
MTID_風の渦: Storm
MTID_竜巻: Tornado
MTID_橋: Bridge
MTID_河: Water
MTID_泉: Spring
MTID_海: Sea
MTID_湖: Lake
MTID_砦: Fort
MTID_召喚床: Sigil
MTID_穴: Hole
MTID_城門: Gate
MTID_廃墟門: Old Gate
MTID_墓: Grave
MTID_村: Village
MTID_閉じ村: (Village)
MTID_廃村: (Village)
MTID_建物: Edifice
MTID_低建物: Building
MTID_壁: Wall
MTID_本棚: Shelves
MTID_水晶玉: Crystal
MTID_篝火: Torch
MTID_桜: Cherry Tree
MTID_大樹: Big Tree
MTID_低壁: Partition
MTID_瓦礫: Rubble
MTID_庭石: Stone
MTID_隆起: Protrusion
MTID_土塁: Levee
MTID_床: Floor
MTID_階段: Stairs
MTID_門口: Gate
MTID_暗夜床: Blight
MTID_柱: Pillar
MTID_座布団: Cushion
MTID_玉座: Throne
MTID_回復床: Healtile
MTID_剣の間: Chamber
MTID_扉: Door
MTID_襖: Screen
MTID_宝箱: Chest
MTID_古木: Dead Tree
MTID_暗器砲台: Launcher
MTID_弓砲台: Ballista
MTID_魔道砲台: Fire Orb
MTID_氷海: Icy Sea
MTID_海の道: Path
MTID_良薬: Medicine
MTID_劇薬: Poison
MTID_撒菱: Caltrops
MTID_水壁: Dark Waters
MTID_障壁: Barrier
MTID_魔方陣: Sigil
MTID_渓谷: Canyon
MTID_炎壁: Flamewall
MTID_御神木: Holy Tree
MTID_太柱: Column
MTID_闇: Darkness
MTID_氷: Ice
MTID_鎖: Lock
MTID_守護床: Ward
MTID_氷結泉: Ice Patch
MTID_水たまり: Water
MTID_防壁: Barrier
MTID_障害物: Obstacle
MTID_宇宙: Void
MTID_竜の体: Body
MTID_竜の足: Claw
MTID_竜の核: Core
MTID_コア: Heart
MTID_堀: Moat
MTID_空堀: Moat Bed
MBID_その他: Other
MBID_マイユニット軍: $a$Nu's Army
MBID_白夜王国軍: Hoshido Army
MBID_暗夜王国軍: Nohr Army
MBID_透魔王国軍: Vallite Army
MBID_フウマ公国軍: Mokushu Army
MBID_シュヴァリエ公国軍: Cheve Army
MBID_幻影軍: Phantom Army
MBID_部族軍: Tribal Army
MBID_異邦の軍: Foreign Army
MBID_謎の軍: Intruding Army
MBID_賊: Ruffians
MBID_村人: Villagers
MBID_通信対戦自軍: $a$Nl0's Army
MBID_通信対戦敵軍: $a$Nl1's Army
MBID_デフォルト軍: $a$Nu's Army
MBID_デフォルト他軍: Outrealm Army
MBID_H_その他: An army made up of other forces.
MBID_H_マイユニット軍: $a$Nu's allies.
MBID_H_白夜王国軍: The army of Hoshido.\nSeeks peace and tranquility.
MBID_H_暗夜王国軍: The army of Nohr.\nAggressive and belligerent.
MBID_H_透魔王国軍: The army of Valla.\nMysterious and inscrutable.
MBID_H_フウマ公国軍: The ninja forces of Mokushu.\nStealthy and lethal.
MBID_H_シュヴァリエ公国軍: The knights of Cheve.\nCourageous and loyal.
MBID_H_幻影軍: An army of undead shades.
MBID_H_部族軍: An army made up of tribal forces:\nIce, Flame, Wind, or Beast.
MBID_H_異邦の軍: A mysterious army made up\nof forces from somewhere else.
MBID_H_謎の軍: A mysterious army of unknown\nsoldiers.
MBID_H_賊: A band of ruffians that\npillage and plunder.
MBID_H_村人: Commoners of this land.
MBID_H_通信対戦自軍: $a$Nl0 and allies.
MBID_H_通信対戦敵軍: $a$Nl1 and allies.
MIKID_H_剣: Sword/Katana Proficiency
MIKID_H_斧: Axe/Club Proficiency
MIKID_H_槍: Lance/Naginata Proficiency
MIKID_H_魔道書: Tome/Scroll Proficiency
MIKID_H_弓: Bow/Yumi Proficiency
MIKID_H_暗器: Shuriken/Dagger Proficiency
MIKID_H_杖: Staff/Rod Proficiency
MIKID_H_竜石: Dragonstone Proficiency
MIKID_H_獣石: Beaststone Proficiency
MIKID_H_ブレス: Breath Proficiency
MIKID_H_魔物: Claw Proficiency
MIKID_H_投擲: Stone Proficiency
MIKID_H_絡繰: Puppet Proficiency
